darkstore_id,latitude,longitude,avg_orders_last_2w,avg_distance_km_last_2w,avg_active_riders_last_2w,order_std_last_2w,rider_std_last_2w,temperature_c,rainfall_mm,humidity_percent,aqi,extreme_heat_hours_week,heavy_rain_hours_week,total_active_riders_week,num_claims_last_week,avg_earning_per_hour_last2w
DS_1089,13.491169,80.296507,170,3.28,103,38.19,6.04,34.01,12.91,63.3,108,7,6,459,45,1288.05
DS_1090,12.731672,79.814805,235,3.82,114,39.77,26.24,37.93,18.92,73.32,280,20,12,271,43,1985.22
DS_1091,13.442732,80.093253,171,9.13,34,18.32,21.59,44.06,5.63,73.56,263,4,16,386,41,1569.91
DS_1092,13.149647,80.343106,234,2.05,111,28.94,13.93,40.89,11.91,49.72,292,19,16,219,39,1946.72
DS_1093,13.107737,80.037113,273,10.9,105,19.11,29.81,25.8,13.8,50.0,247,20,3,334,2,2387.14
DS_1094,13.012689,80.194616,176,8.33,85,16.69,18.49,31.65,7.86,63.48,288,9,18,435,26,1261.51
DS_1095,12.73067,79.943485,215,6.41,58,29.09,21.08,34.41,17.59,85.58,120,21,30,292,44,2601.6
DS_1096,12.676528,80.319397,267,5.31,67,49.45,20.64,31.29,19.6,40.5,119,20,12,407,47,2389.23
DS_1097,12.720486,79.836595,171,3.26,94,14.66,9.01,39.0,9.88,79.13,210,8,8,211,12,1382.16
DS_1098,12.686438,80.39678,115,11.22,115,15.91,16.18,41.53,7.81,42.88,255,14,1,163,12,918.7
DS_1099,13.279584,79.938737,269,9.12,107,15.94,8.84,39.63,9.44,63.91,242,0,19,415,29,2287.16
DS_1100,12.850125,80.412079,222,5.36,10,40.63,16.76,44.79,17.05,71.89,74,22,22,471,17,2141.6
DS_1101,12.557843,80.04677,72,2.71,22,27.97,3.83,30.45,12.91,74.34,119,17,28,317,39,745.37
DS_1102,13.469103,80.305879,291,5.26,62,22.31,13.31,42.5,0.9,42.92,205,14,23,485,32,2593.51
DS_1103,13.383786,80.023458,197,3.85,30,42.97,13.05,40.33,10.84,60.93,195,3,19,454,16,1780.9
DS_1104,13.427752,80.434138,85,9.86,10,18.39,10.87,32.24,0.35,69.19,112,18,24,140,40,590.04
DS_1105,13.494908,79.888646,219,9.2,86,22.65,5.14,39.68,15.57,43.3,268,9,16,345,9,1893.67
DS_1106,12.673895,79.924964,296,6.98,40,8.31,23.82,27.08,6.57,46.75,98,36,12,406,40,2762.11
DS_1107,12.896242,80.145121,199,10.86,70,10.35,14.35,40.79,9.44,73.18,172,1,16,482,43,1771.5
DS_1108,13.258238,79.857357,237,3.81,96,11.15,24.98,35.65,15.97,66.08,173,4,9,459,23,1987.44
DS_1109,13.196021,79.937186,60,6.52,12,20.61,25.56,30.85,0.93,48.09,243,17,24,357,41,644.8
DS_1110,12.653896,80.460636,77,9.11,84,28.58,8.77,38.12,3.17,66.76,89,22,13,367,28,690.19
DS_1111,13.315833,80.483543,94,2.68,38,5.03,14.38,37.83,7.96,85.63,134,10,22,374,7,802.91
DS_1112,12.724441,80.063382,173,5.73,57,13.55,22.47,29.19,4.6,40.78,136,9,11,415,35,1490.47
DS_1113,12.723818,80.4463,171,7.72,91,12.9,16.49,25.61,6.76,72.13,296,21,25,366,13,1511.32
DS_1114,13.036974,80.181377,296,5.67,71,16.4,26.09,33.67,19.96,43.68,243,27,27,389,28,2644.27
DS_1115,13.09294,79.98882,199,6.8,34,12.47,18.43,36.39,16.51,40.32,129,8,22,351,6,1820.37
DS_1116,13.080086,80.291679,130,8.08,43,13.78,20.0,42.53,17.68,47.53,53,12,13,282,24,1181.44
DS_1117,12.591487,80.261231,240,5.68,27,49.27,24.25,43.56,18.74,61.15,83,22,30,121,41,2885.72
DS_1118,13.377461,80.492388,208,3.06,74,31.76,6.3,35.58,6.82,80.12,296,24,14,156,29,1811.05
DS_1119,12.7656,79.985533,60,3.39,37,39.32,18.77,40.08,5.94,54.09,54,6,20,462,27,771.67
DS_1120,12.629515,80.270442,85,7.27,13,41.87,5.31,33.79,4.68,71.28,290,1,5,99,9,794.69
DS_1121,13.388748,79.836417,127,3.75,30,35.05,10.03,39.92,16.6,60.56,275,15,18,410,46,1186.27
DS_1122,13.455651,79.879552,84,10.9,79,36.68,8.74,29.1,13.59,51.72,199,1,21,51,46,751.76
DS_1123,13.362128,79.802743,176,10.34,30,33.45,18.31,32.42,4.72,65.71,287,3,19,497,33,1655.3
DS_1124,13.309516,80.499622,200,5.49,110,34.22,25.79,37.68,7.54,79.87,197,1,5,115,15,1613.04
DS_1125,13.155242,80.361592,78,10.31,103,46.78,6.59,25.36,10.13,81.62,152,28,12,407,9,671.73
DS_1126,13.050857,80.350706,200,7.33,29,13.36,23.75,39.45,10.56,82.33,224,5,3,220,28,1793.35
DS_1127,12.586987,80.156808,285,3.59,50,17.36,6.86,41.71,17.77,56.93,291,9,0,264,14,2515.67
DS_1128,12.908453,80.010047,173,8.14,105,9.2,8.12,32.98,7.61,79.67,254,13,18,187,27,1445.81
DS_1129,12.872689,79.905885,277,8.79,62,42.68,27.76,33.96,18.17,50.61,285,14,10,414,23,2478.18
DS_1130,12.759754,79.999272,65,2.84,71,25.19,3.26,42.03,8.83,76.92,83,20,6,230,41,540.61
DS_1131,13.22342,80.06318,152,5.14,40,45.82,8.32,40.51,14.93,87.42,221,11,1,397,19,1348.15
DS_1132,12.995876,80.329417,133,2.05,109,23.53,8.82,30.76,18.61,40.69,55,18,3,260,46,1036.32
DS_1133,12.581046,80.177763,266,5.16,34,24.92,10.61,31.48,18.15,62.02,233,10,5,333,28,2441.35
DS_1134,12.720183,79.854239,196,5.35,78,25.18,12.81,38.58,1.14,72.39,78,0,4,433,1,1643.84
DS_1135,13.183259,79.81262,267,8.3,81,32.56,5.79,36.26,4.11,75.09,274,38,28,51,45,2439.69
DS_1136,12.576131,79.871633,145,3.99,26,39.48,15.65,28.24,9.54,48.8,102,7,20,206,31,1333.29
DS_1137,13.351207,80.087349,240,2.3,88,20.81,13.78,31.2,8.63,88.61,50,21,8,357,46,2637.53
DS_1138,12.995147,80.453235,99,5.16,29,33.36,19.87,43.0,12.82,70.76,288,19,24,191,41,984.1
DS_1139,12.980587,80.246182,262,10.26,54,14.18,26.42,38.76,18.89,48.22,108,11,17,77,29,2315.61
DS_1140,13.092408,80.361278,250,5.99,102,29.93,11.04,44.72,2.25,41.03,225,19,19,306,8,2175.74
DS_1141,13.324681,80.126462,92,6.15,109,29.6,17.76,40.34,9.04,79.16,295,15,16,492,18,729.86
DS_1142,12.847809,80.053166,68,6.69,59,44.99,13.03,43.84,3.85,43.99,56,17,12,349,5,888.77
DS_1143,13.178016,79.87588,162,9.52,60,45.31,4.09,29.32,17.88,47.05,263,11,22,297,7,1452.14
DS_1144,13.065732,80.413153,170,6.8,101,26.92,25.17,40.43,19.29,68.74,209,19,16,385,33,1436.87
DS_1145,12.767028,80.348212,262,2.91,81,6.11,20.12,25.4,9.57,70.18,127,1,21,134,0,2291.22
DS_1146,13.37863,79.917683,67,4.06,87,43.01,3.06,38.42,2.08,74.34,238,6,9,292,12,494.57
DS_1147,13.297426,80.158582,183,3.88,42,5.03,9.74,34.39,15.71,59.68,234,8,24,255,5,1645.93
DS_1148,13.158452,80.141162,84,7.08,107,26.52,11.34,31.94,13.94,78.69,100,24,31,476,34,731.14
DS_1149,13.350582,80.237564,63,2.3,38,5.89,24.91,42.25,7.09,88.72,265,8,16,322,28,547.3
DS_1150,13.367294,80.462331,113,4.84,31,20.87,23.54,42.09,17.75,53.55,196,33,19,487,1,1048.21
DS_1151,13.208363,80.20584,186,8.07,76,33.65,13.7,25.45,19.52,75.15,76,13,26,320,9,1647.34
DS_1152,13.337013,80.178152,212,5.55,96,21.7,7.25,37.19,11.16,86.42,112,13,27,97,30,1828.44
DS_1153,13.197471,79.835226,51,9.08,12,46.71,13.42,32.36,11.31,74.31,237,4,21,95,7,582.39
DS_1154,13.180141,79.844035,292,5.91,15,33.83,24.87,33.31,5.95,74.06,110,15,14,226,40,2701.14
DS_1155,13.118611,79.931143,55,11.79,49,34.09,15.21,41.64,11.69,51.19,110,18,22,469,38,535.39
DS_1156,13.252717,79.82273,148,11.65,96,21.85,6.13,31.2,8.79,66.76,264,12,6,319,27,1318.66
DS_1157,12.658605,80.320347,170,10.0,85,6.73,4.04,43.86,6.04,68.13,175,10,10,277,30,1533.11
DS_1158,13.380871,80.306331,202,11.54,78,38.22,12.0,28.59,1.34,75.01,94,29,19,436,12,1847.96
DS_1159,13.371844,79.895239,122,4.05,14,37.23,7.01,38.25,5.05,89.84,198,22,19,405,6,1181.64
DS_1160,12.529247,80.385255,227,9.51,12,28.86,23.12,38.44,3.96,41.68,221,21,20,303,0,2186.29
DS_1161,13.325817,79.90835,272,5.22,13,23.73,10.53,30.04,10.84,43.26,270,14,23,295,44,2547.54
DS_1162,12.62887,80.010823,184,9.25,72,29.22,26.69,31.5,12.03,43.9,178,23,22,439,48,1729.0
DS_1163,12.835119,79.974284,112,5.74,97,38.61,19.67,41.7,12.17,77.15,144,15,10,431,43,908.1
DS_1164,13.243508,80.060615,205,4.89,14,37.08,13.63,40.24,7.76,46.82,140,23,29,71,25,1217.89
DS_1165,12.66076,79.978265,51,11.59,70,34.61,19.47,31.58,8.42,71.12,93,19,9,71,45,537.29
DS_1166,13.317967,80.142266,114,4.1,104,45.67,10.97,35.68,16.68,56.23,277,31,11,469,15,969.5
DS_1167,13.332134,80.085186,150,9.59,66,32.44,6.82,26.23,9.52,62.87,111,18,15,273,11,1365.84
DS_1168,13.007468,80.490599,236,8.75,108,5.65,29.03,29.17,19.76,50.78,110,24,26,396,15,2092.39
DS_1169,12.506386,79.839148,201,5.03,51,32.81,18.21,34.72,8.79,83.31,268,9,19,248,33,1810.49
DS_1170,12.787038,79.899527,239,6.58,92,32.57,3.2,26.72,12.99,69.31,128,34,22,280,26,2145.14
DS_1171,13.116927,79.836978,276,3.43,65,8.13,11.38,41.87,1.01,87.23,138,14,32,483,24,2448.22
DS_1172,13.481186,80.238089,248,11.21,81,24.25,7.31,39.36,13.07,68.73,161,5,14,381,18,2199.79
DS_1173,13.131814,79.838156,87,11.68,37,34.3,9.97,43.87,17.03,46.2,256,7,24,385,6,896.65
DS_1174,12.759804,80.385508,270,9.32,64,36.7,4.5,38.87,18.85,48.54,281,23,14,279,11,2448.51
DS_1175,13.134006,80.158357,111,10.49,47,45.19,9.62,43.81,19.95,89.45,260,6,19,246,45,1040.5
DS_1176,13.039985,80.168905,242,2.83,32,42.86,21.44,36.09,5.64,76.28,160,11,20,283,23,2196.41
DS_1177,13.279845,80.193116,168,5.84,16,10.24,25.16,37.0,11.51,42.46,99,23,19,418,49,1655.51
DS_1178,12.606981,79.91957,228,5.31,47,32.4,12.38,44.54,9.01,75.19,252,17,2,340,38,2014.03
DS_1179,13.261028,79.938383,271,7.65,86,31.84,17.11,37.84,11.28,60.61,90,18,11,314,4,2390.91
DS_1180,13.041267,80.023172,101,3.83,118,18.67,4.13,25.62,3.15,55.36,82,3,5,206,0,690.12
DS_1181,13.462992,80.215447,159,7.63,66,13.28,5.45,39.48,17.12,47.7,282,0,19,76,6,1358.36
DS_1182,12.841872,79.947082,273,8.54,94,13.98,17.9,43.11,18.19,82.0,264,4,4,490,47,2328.95
DS_1183,13.132622,79.881432,123,3.32,46,12.99,25.7,40.91,8.99,43.19,61,6,10,273,25,753.3
DS_1184,13.432028,80.479082,147,3.32,15,41.28,5.38,36.68,5.61,54.49,51,10,22,251,23,1399.83
DS_1185,12.60251,79.815387,112,2.35,19,11.68,14.3,38.43,2.82,55.32,156,28,22,138,47,1138.2
DS_1186,13.437228,80.361888,188,9.61,36,16.9,29.2,44.8,13.68,48.05,198,22,6,364,16,1722.8
DS_1187,13.187886,80.351625,97,5.31,99,14.8,22.95,26.81,6.24,65.41,191,20,8,219,3,770.27
DS_1188,12.567837,80.00805,290,4.25,115,37.08,8.34,38.34,18.19,40.59,83,10,17,486,15,2466.6
DS_1189,12.800964,79.894939,150,9.78,66,12.13,10.7,30.67,13.42,55.05,256,9,13,343,35,1374.96
DS_1190,13.208172,79.90194,231,3.43,101,6.08,28.59,37.8,12.91,86.68,134,23,3,394,4,1929.49
DS_1191,12.567351,80.288202,268,6.27,25,21.84,8.97,37.15,11.19,55.53,241,6,7,437,4,2437.49
DS_1192,13.08217,80.249965,227,9.45,68,18.73,14.9,28.07,0.92,58.02,200,15,15,412,42,2036.06
DS_1193,12.845883,80.347922,289,7.74,37,22.9,12.6,29.13,18.64,63.66,134,0,3,229,45,3483.41
DS_1194,13.120916,80.456237,123,7.54,12,38.92,16.23,37.43,12.56,68.08,99,0,18,349,16,918.08
DS_1195,12.545742,80.284349,87,3.57,66,5.56,9.39,27.56,19.88,80.44,191,16,19,72,40,737.36
DS_1196,13.371537,79.909096,263,3.81,74,6.7,21.05,30.3,10.75,49.52,262,20,30,251,20,2779.8
DS_1197,13.473489,79.97041,265,7.83,76,16.5,9.33,41.7,14.2,83.59,253,17,19,375,29,2348.13
DS_1198,13.468878,80.389536,185,2.24,39,45.01,19.26,31.54,1.12,77.88,155,13,11,126,48,1649.43
DS_1199,13.249652,79.946514,55,10.69,28,12.61,12.66,34.76,12.63,76.13,95,29,16,272,32,652.74
DS_1200,12.630086,79.850766,296,5.5,106,49.87,9.79,43.82,15.29,44.34,167,14,7,374,44,2524.29
DS_1201,13.258263,80.292296,117,6.17,17,41.26,21.77,29.54,15.57,41.08,288,9,21,237,22,1139.27
DS_1202,12.524587,80.081768,246,4.58,71,25.53,29.06,32.79,15.4,69.7,54,21,12,300,41,1603.1
DS_1203,12.522124,80.444028,183,10.77,28,38.65,26.47,37.13,4.53,83.16,115,24,0,437,28,1733.43
DS_1204,12.82361,80.255179,160,8.43,45,28.35,5.34,40.11,19.51,69.22,199,9,13,180,41,1625.92
DS_1205,12.988643,79.863293,81,6.5,110,30.47,15.27,43.03,19.9,50.66,119,14,26,72,38,542.88
DS_1206,13.270407,80.4635,87,7.85,78,31.13,21.76,43.31,1.51,44.53,157,14,24,86,37,768.63
DS_1207,13.183295,79.98099,164,5.8,69,34.19,18.19,40.53,18.73,74.98,51,3,4,67,6,1363.4
DS_1208,12.945903,80.036049,234,6.66,43,7.73,22.61,29.57,5.79,76.09,78,29,17,404,36,2166.12
DS_1209,12.773627,80.081582,261,5.58,64,32.74,29.33,25.5,13.79,48.63,110,21,13,310,6,2301.49
DS_1210,13.497125,79.835857,281,6.11,111,37.26,12.24,32.68,6.76,41.41,149,3,15,90,14,2367.7
DS_1211,12.926181,80.147561,158,5.15,36,18.98,23.81,27.83,19.36,60.41,177,24,17,397,28,1484.86
DS_1212,12.951387,79.886323,277,2.78,48,49.04,5.54,39.21,2.03,69.14,248,8,13,471,9,2471.48
DS_1213,12.663624,80.080679,113,2.37,51,11.5,26.48,38.22,9.95,75.3,193,25,14,480,19,1001.46
DS_1214,13.29481,80.045497,103,3.74,51,45.97,24.02,25.88,8.56,80.5,241,9,5,428,44,906.17
DS_1215,13.193682,80.340988,162,4.52,97,35.44,17.07,41.73,6.52,70.53,146,13,20,387,8,1367.14
DS_1216,12.72077,80.362219,63,10.9,57,34.89,25.17,29.97,12.91,45.54,146,24,9,121,5,630.46
DS_1217,12.582381,79.907389,113,8.11,40,44.42,21.0,33.64,2.62,74.13,63,2,5,189,19,1044.99
DS_1218,13.180499,80.056586,227,11.58,31,42.43,17.91,38.36,14.33,89.21,92,2,1,463,20,2042.85
DS_1219,13.154511,80.061347,224,5.4,96,20.54,28.54,33.59,19.61,85.28,253,19,6,263,6,1927.93
DS_1220,12.77326,79.905987,103,6.02,50,36.74,6.52,33.83,16.09,83.58,220,15,16,55,37,917.89
DS_1221,13.450864,80.358917,68,9.2,33,7.28,29.81,26.31,17.2,55.11,119,18,31,494,47,847.29
DS_1222,12.651058,80.29506,252,7.78,49,25.88,7.17,33.03,7.19,77.54,104,20,22,168,33,2309.64
DS_1223,12.932335,79.933267,216,7.28,41,47.2,15.96,40.3,6.5,82.56,253,21,22,497,46,2005.45
DS_1224,13.443616,80.056705,242,7.76,60,17.33,9.25,43.3,10.34,73.92,294,29,13,416,2,2215.24
DS_1225,12.919727,79.874064,175,7.84,42,7.25,10.34,33.27,0.91,52.53,80,8,21,417,44,1631.7
DS_1226,13.138526,80.239745,276,9.66,37,31.23,20.06,33.47,18.91,87.69,125,23,20,118,16,2551.12
DS_1227,12.897594,79.88496,260,8.68,90,20.98,3.94,39.05,2.88,62.54,251,22,8,444,42,2292.17
DS_1228,12.774215,80.490154,109,11.57,99,22.09,28.4,43.86,18.06,46.49,217,13,29,495,1,966.27
DS_1229,13.483978,80.346477,210,11.48,91,31.21,10.55,30.34,1.67,45.49,204,12,24,426,41,1891.44
DS_1230,12.909334,80.073167,81,6.22,88,32.97,10.36,33.8,16.45,72.38,101,14,20,450,11,824.7
DS_1231,13.394099,80.204995,85,2.36,111,24.68,26.32,40.92,3.04,61.89,177,30,30,126,12,588.49
DS_1232,12.729955,80.437939,201,2.11,72,27.84,23.65,37.19,0.76,44.72,292,3,10,325,37,1688.57
DS_1233,12.713105,80.187869,220,3.23,31,49.7,21.14,27.21,14.39,77.02,56,13,2,400,35,1988.99
DS_1234,12.531134,79.922149,248,2.75,27,48.07,6.95,37.55,5.61,79.97,223,31,29,459,11,2343.94
DS_1235,13.151667,80.065092,248,5.73,94,36.83,23.78,28.73,14.29,76.27,149,23,3,141,26,2158.23
DS_1236,12.868526,80.390201,95,2.53,92,12.27,12.74,35.2,11.1,50.11,210,19,4,492,25,763.84
DS_1237,13.364358,80.250949,224,8.25,11,21.2,29.83,35.58,2.18,74.49,268,6,3,202,46,2046.11
DS_1238,12.97321,80.255507,246,3.9,103,44.74,21.12,42.52,18.64,40.54,185,17,20,417,39,2130.81
DS_1239,13.468193,80.406775,63,7.14,98,24.06,25.57,34.25,9.05,55.26,182,16,8,67,4,546.51
DS_1240,12.685526,80.425781,222,3.03,35,47.99,22.81,30.59,14.69,59.94,110,8,22,462,31,2003.6
DS_1241,13.368623,80.443855,229,10.28,48,26.97,19.04,29.62,10.02,81.76,249,11,19,372,35,2071.57
DS_1242,13.276597,79.866394,267,9.8,26,43.78,22.34,42.49,12.09,59.52,153,2,15,84,44,2398.67
DS_1243,13.270922,80.180888,167,5.86,25,6.59,19.13,28.42,6.06,40.56,237,18,21,151,37,1391.78
DS_1244,13.344783,80.318357,99,11.11,36,24.54,4.38,33.52,4.01,57.62,262,8,5,320,15,949.11
DS_1245,13.261024,80.329849,114,3.86,58,36.51,12.33,28.74,10.85,64.95,201,7,9,356,9,962.19
DS_1246,13.12622,80.224701,126,10.14,12,43.86,11.54,40.47,8.8,87.45,56,6,22,436,36,1315.13
DS_1247,12.631245,79.916751,113,7.46,51,32.43,22.28,34.49,7.8,87.05,238,18,33,326,14,1086.19
DS_1248,12.532526,80.358194,72,5.3,72,12.8,18.56,32.02,13.45,49.04,132,3,12,494,10,604.56
DS_1249,13.420848,80.304078,174,2.84,111,44.86,19.48,32.22,13.81,49.26,144,18,2,308,8,1367.0
DS_1250,13.11665,79.860295,133,3.71,38,30.87,25.87,42.04,0.92,48.17,213,11,10,486,17,1219.87
DS_1251,13.296537,80.124667,248,10.63,11,9.86,17.18,36.08,6.77,79.45,76,19,2,84,32,2335.29
DS_1252,12.981522,79.921784,119,8.07,116,25.87,8.89,39.36,8.24,40.3,173,5,6,483,8,937.57
DS_1253,12.617308,80.036234,236,4.37,113,36.45,3.34,42.94,1.94,46.36,206,19,14,57,40,2027.89
DS_1254,12.625186,79.812657,122,6.96,23,25.3,7.31,43.03,4.72,66.9,136,19,0,481,14,1136.95
DS_1255,13.185565,80.080231,141,3.08,21,44.19,3.83,31.57,1.03,52.38,197,3,3,308,35,1811.2
DS_1256,12.930306,80.184914,123,2.99,33,24.07,9.4,44.05,19.92,44.62,119,1,7,359,35,1119.39
DS_1257,12.700525,80.233708,231,11.08,37,31.26,20.14,25.5,14.73,57.99,253,14,19,417,0,2181.05
DS_1258,12.991595,80.264443,276,6.58,112,14.5,7.09,32.54,1.75,53.71,163,22,16,435,27,2447.96
DS_1259,12.564209,80.385404,248,5.62,27,28.07,5.21,42.92,0.4,65.56,125,5,4,466,32,2229.91
DS_1260,13.081971,79.950824,266,11.49,98,15.03,29.21,30.49,14.39,88.96,163,17,16,249,0,2829.77
DS_1261,12.768993,79.884337,271,5.99,110,15.13,29.92,30.46,8.78,46.22,52,20,8,189,5,2348.88
DS_1262,13.297559,80.396076,284,5.36,15,17.6,20.2,31.05,15.74,58.64,283,21,7,68,10,2642.89
DS_1263,12.810362,79.909629,203,4.73,118,6.99,5.93,37.25,18.47,86.6,216,4,6,451,47,1657.65
DS_1264,12.95522,80.482332,93,7.65,39,12.35,25.18,33.77,11.99,83.84,148,8,15,483,26,844.78
DS_1265,12.511621,80.389777,125,7.58,104,24.1,17.56,39.53,3.74,59.71,173,10,3,134,4,1044.6
DS_1266,12.572447,80.150614,190,2.16,43,10.9,7.92,42.9,15.64,74.95,260,21,30,71,9,1764.59
DS_1267,12.892494,80.486995,231,8.54,92,11.0,18.54,38.48,19.12,44.39,94,8,2,284,27,1945.47
DS_1268,12.979939,79.868164,168,9.88,67,48.56,4.06,29.09,11.6,75.63,175,11,20,335,15,1514.66
DS_1269,13.100021,80.012146,89,8.16,37,24.22,29.26,43.65,13.64,88.64,117,10,4,387,42,828.45
DS_1270,12.791663,80.246757,53,10.7,81,23.17,25.3,30.29,6.75,66.87,80,1,4,439,25,367.71
DS_1271,13.194982,80.045005,230,4.76,84,17.05,10.04,28.0,7.63,64.92,155,13,30,178,49,2043.44
DS_1272,13.360122,80.449861,293,3.92,62,28.06,14.31,26.8,14.69,49.37,87,23,14,442,27,2636.99
DS_1273,13.279851,79.845938,178,8.97,25,31.82,13.67,36.27,18.56,71.69,274,24,7,101,13,1665.0
DS_1274,12.539619,80.184588,55,3.89,35,23.82,26.26,27.28,12.58,69.52,183,9,6,78,12,470.72
DS_1275,12.980507,80.213606,104,2.91,74,22.72,12.58,27.78,15.8,72.6,57,10,16,367,0,871.13
DS_1276,12.60493,80.25691,115,2.97,66,36.52,4.3,31.0,3.43,41.3,77,2,11,78,34,672.66
DS_1277,12.742045,79.978966,167,9.68,40,47.74,8.8,30.63,4.24,67.44,64,30,16,182,14,1582.14
DS_1278,13.486663,80.055196,287,2.29,36,44.5,8.82,37.08,10.64,69.75,272,10,19,260,28,2604.32
DS_1279,12.642496,80.390576,268,4.89,117,10.34,28.63,41.33,3.53,50.38,57,16,24,71,30,2308.6
DS_1280,12.998888,79.93646,195,3.29,58,34.35,27.95,40.23,12.7,50.42,103,18,17,226,11,1766.21
DS_1281,13.118156,80.378807,283,9.55,18,5.32,11.12,30.25,5.83,53.81,183,3,3,168,4,2596.07
DS_1282,13.202465,80.193859,78,7.03,35,33.49,3.07,29.91,15.83,75.59,78,1,9,185,47,832.9
DS_1283,13.059649,80.333531,102,4.05,15,25.9,16.96,44.32,16.16,70.31,164,23,2,420,45,986.73
DS_1284,12.509771,80.299525,210,9.5,16,27.1,24.53,25.16,9.28,82.29,287,20,17,131,31,2069.69
DS_1285,12.826461,79.945258,180,9.5,22,31.46,10.25,42.59,3.62,54.78,83,14,11,413,9,1677.43
DS_1286,13.017712,80.198169,197,7.23,58,38.42,14.85,28.99,12.94,85.6,56,2,22,117,4,1741.77
DS_1287,12.587866,80.407406,181,4.76,19,37.83,7.67,43.95,19.86,77.19,89,29,16,89,26,1239.07
DS_1288,12.850627,80.102481,131,7.86,52,7.0,11.84,31.85,12.45,59.75,123,21,4,140,38,1430.74
DS_1289,12.533203,80.476614,185,11.34,119,38.14,23.49,33.81,0.72,44.76,190,12,3,201,20,1527.1
DS_1290,12.578578,80.116551,263,2.52,58,42.34,14.56,39.14,0.35,52.85,111,21,24,271,15,2372.19
DS_1291,12.896923,79.89995,154,4.67,104,8.07,15.08,36.75,6.41,87.84,135,12,5,125,28,1232.15
DS_1292,12.632716,80.072604,135,4.85,110,19.53,24.32,31.36,3.92,55.52,262,17,9,284,14,1156.96
DS_1293,13.067541,80.466192,132,8.32,27,40.64,23.6,36.08,16.26,56.5,165,34,13,190,37,885.72
DS_1294,13.189465,80.023805,205,8.51,20,27.19,8.05,39.61,16.9,49.48,114,19,21,483,6,1930.92
DS_1295,13.300587,80.407669,243,4.06,19,36.27,14.21,25.85,5.17,80.34,90,20,21,478,17,2297.41
DS_1296,12.70015,80.416875,122,4.16,37,27.6,25.92,25.22,6.51,53.78,172,17,12,437,18,1109.45
DS_1297,12.667483,80.045131,148,11.28,94,49.02,15.33,34.16,4.72,56.51,219,22,15,139,16,1303.45
DS_1298,12.604568,79.85828,263,9.56,62,47.13,20.87,27.64,18.17,60.72,165,15,10,496,13,2862.93
DS_1299,13.13643,80.307191,75,11.34,63,17.65,11.26,38.29,10.05,61.69,115,15,5,114,40,688.85
DS_1300,13.206476,80.018059,83,10.3,34,22.36,4.61,29.28,13.12,60.57,165,21,19,204,47,857.92
DS_1301,12.531586,80.348047,120,6.02,15,24.41,7.45,33.66,8.31,65.19,270,5,17,264,9,1416.97
DS_1302,13.436212,80.109858,143,3.22,115,9.69,13.85,28.95,12.62,80.73,188,5,5,496,24,1119.74
DS_1303,12.551971,80.139687,226,8.3,20,23.18,12.54,35.97,7.72,80.96,150,3,16,411,40,2077.61
DS_1304,13.041296,80.344537,138,5.52,42,39.87,27.18,27.32,6.79,79.92,99,2,11,407,43,879.52
DS_1305,13.209061,80.067654,226,6.25,78,43.11,17.73,25.46,12.69,45.06,120,0,16,188,8,2407.09
DS_1306,13.370969,80.110189,250,6.26,107,44.88,19.93,26.02,11.82,79.98,212,2,20,280,15,2056.3
DS_1307,13.214087,80.063333,76,11.37,105,5.66,21.59,44.09,5.87,46.01,271,18,21,91,47,638.57
DS_1308,13.301728,80.057138,242,2.69,116,40.5,17.35,27.85,2.99,46.24,129,8,17,285,23,1984.66
DS_1309,12.83945,80.168163,82,3.93,55,27.62,23.78,39.17,7.37,87.39,128,13,9,135,20,715.6
DS_1310,13.314825,80.36616,121,8.08,97,14.28,24.14,26.36,8.3,80.97,281,18,23,397,33,1220.6
DS_1311,12.580115,80.053238,98,10.84,86,27.44,12.49,27.16,12.57,67.62,69,23,19,215,38,882.22
DS_1312,13.394817,80.166978,112,11.18,64,42.99,5.29,35.18,18.29,83.75,205,23,11,247,6,1014.78
DS_1313,13.047592,80.269509,209,7.59,116,24.54,29.63,34.3,0.72,89.47,172,18,3,394,6,1729.73
DS_1314,13.317298,79.988608,281,2.35,79,49.57,20.35,44.03,4.87,70.53,86,12,9,111,27,2436.62
DS_1315,12.952318,79.994266,68,5.63,107,32.75,22.14,43.9,3.87,70.64,52,21,4,437,34,549.59
DS_1316,13.143578,80.453389,277,11.19,60,27.04,23.43,40.59,10.05,77.72,142,15,3,83,9,2475.16
DS_1317,13.026403,80.306474,227,7.0,34,18.27,19.55,37.04,8.59,51.61,236,7,15,331,37,2042.59
DS_1318,13.23159,80.204031,286,9.27,114,5.5,15.71,34.1,14.58,48.36,150,23,4,280,31,2535.95
DS_1319,12.58163,80.253404,71,4.69,32,32.47,29.59,32.12,4.85,77.98,250,23,26,422,33,710.85
DS_1320,12.560352,79.82051,280,2.25,59,30.99,22.65,43.94,11.89,57.25,204,8,23,359,23,2481.44
DS_1321,12.747103,80.232672,139,7.78,55,28.26,25.84,37.06,17.68,46.75,81,18,13,460,49,1264.94
DS_1322,12.659545,80.156656,116,10.35,86,29.2,14.87,36.58,18.21,55.74,97,33,33,216,40,1447.15
DS_1323,13.371784,80.182025,287,11.9,101,42.96,27.43,29.64,19.18,57.93,95,22,20,262,46,2532.97
